Matrix A:
68	79	68	60	1	87	58	13	74	2	58	88	97	71	1	4	74	78	5	30	56	24	66	12	11	82	83	45	40	49	69	9	72	1	73	36	11	65	95	0	22	35	55	89	21	77	9	91	86	1	30	95	11	90	73	40	59	44	48	29	32	34	6	53	94	
66	75	74	16	73	24	46	83	5	94	16	19	77	98	36	30	5	38	23	2	52	22	94	4	19	97	72	74	19	89	91	49	94	18	36	86	42	11	64	36	7	50	97	45	56	70	29	70	62	28	5	25	85	4	37	13	36	86	88	61	12	11	0	90	4	
37	88	27	32	48	66	75	68	41	52	22	13	64	98	57	27	5	87	20	22	40	58	70	83	35	8	41	13	2	47	32	74	73	21	38	68	49	3	16	78	96	85	34	60	73	73	8	74	21	0	76	74	96	88	53	40	87	80	37	7	57	13	12	50	26	
47	78	29	48	76	4	11	86	89	32	86	4	64	66	13	24	33	87	89	91	5	71	59	59	52	15	2	1	30	86	6	24	15	49	44	40	85	3	40	26	39	10	22	33	63	80	86	10	20	58	60	65	39	7	15	79	68	14	73	88	50	5	64	94	19	
2	0	37	53	72	6	71	99	47	21	36	4	49	43	78	27	73	98	14	66	14	94	59	81	70	48	56	84	89	81	86	5	97	78	36	41	63	19	66	41	35	50	98	69	14	77	13	80	37	36	83	0	75	62	6	69	75	96	57	73	84	1	26	60	25	
77	76	69	21	56	31	9	58	81	38	34	42	12	83	13	64	45	11	14	47	69	77	6	21	4	89	20	87	68	71	39	64	17	53	8	62	21	74	19	56	71	40	1	66	84	44	5	19	2	91	79	33	81	16	51	56	20	70	58	96	58	12	49	69	63	
64	55	17	65	26	24	5	63	36	3	66	85	0	76	51	46	41	17	47	99	75	32	8	21	39	95	51	7	11	43	4	34	24	33	35	94	48	54	57	26	27	79	9	99	70	87	50	85	87	29	81	4	78	65	13	90	16	14	99	31	82	86	21	34	53	
39	23	83	64	19	80	47	84	43	23	34	19	80	77	32	44	75	40	90	72	43	39	8	82	68	61	82	38	87	60	84	79	93	26	7	30	98	74	78	79	28	89	73	71	45	21	94	17	98	16	30	78	24	86	98	24	93	76	87	42	89	65	43	75	99	
55	12	10	35	3	60	81	42	59	10	65	61	44	35	13	43	28	11	92	94	82	21	50	45	37	88	44	31	8	56	11	64	47	24	91	15	67	28	5	72	92	39	31	12	84	12	0	5	8	79	70	16	39	84	57	51	47	51	82	19	33	86	30	65	33	
68	18	52	59	7	59	23	32	6	51	94	95	13	94	97	13	29	76	66	25	3	83	7	95	89	89	25	8	14	89	25	86	60	11	16	77	56	3	94	72	89	6	71	23	20	80	27	51	57	9	92	85	75	58	83	17	51	45	67	57	87	38	50	9	68	
38	58	34	11	46	91	0	9	48	55	91	48	28	47	61	90	94	30	65	87	34	53	55	3	22	63	24	65	0	5	83	44	90	25	10	9	67	71	43	66	4	7	66	74	81	80	8	77	47	21	66	67	65	5	44	22	15	83	45	41	95	25	92	68	9	
88	90	57	70	85	18	36	72	70	14	12	28	47	7	95	60	88	29	12	77	29	26	84	26	21	41	86	20	0	83	84	5	96	16	72	4	47	80	75	26	80	70	38	31	35	35	54	12	86	0	22	77	15	25	36	45	96	58	25	6	83	0	68	38	86	
21	17	87	98	2	63	27	49	82	82	1	53	71	11	36	45	36	16	2	47	82	76	8	36	5	53	53	53	72	59	86	95	62	20	22	45	39	51	58	89	45	51	50	41	12	2	36	29	82	26	55	95	45	35	73	25	59	10	21	79	71	75	79	57	49	
22	78	54	44	25	73	96	57	86	43	62	65	55	88	40	52	8	44	9	25	88	18	8	34	5	19	97	0	18	11	2	24	22	73	66	85	87	54	79	41	33	99	49	83	50	40	63	60	71	1	9	71	73	96	67	19	1	86	22	28	89	27	53	17	1	
46	8	4	31	82	44	57	88	34	82	70	39	23	87	20	43	95	81	38	64	27	64	23	47	14	7	62	36	46	62	86	70	9	30	84	27	1	37	81	73	76	65	17	17	90	47	6	90	36	66	35	74	39	38	40	74	96	0	67	96	31	54	97	34	26	
45	55	40	90	77	77	51	18	49	64	22	49	78	48	79	23	99	69	67	99	33	23	30	27	21	26	43	73	55	12	52	58	96	5	26	59	4	69	11	7	94	16	4	72	75	20	47	21	2	9	68	1	25	85	40	91	29	48	14	57	27	13	20	68	4	
91	45	30	79	69	19	19	78	41	97	6	59	53	8	48	20	14	3	63	31	85	39	20	60	0	0	3	89	74	55	8	21	41	17	76	16	57	47	19	83	6	95	60	7	82	14	83	69	53	0	65	61	22	56	23	12	11	63	27	89	30	48	31	2	6	
78	92	49	57	42	41	53	91	51	94	40	29	4	34	4	17	9	49	65	2	94	79	31	36	62	24	31	84	71	44	72	27	92	88	77	25	52	88	74	25	13	68	64	69	78	26	34	15	57	69	10	91	66	68	69	92	4	3	79	38	93	71	83	23	15	
58	67	73	26	65	0	64	29	74	21	21	24	49	82	90	55	39	48	31	6	63	24	10	75	0	77	11	70	13	98	99	94	55	74	21	59	54	23	31	59	47	10	87	95	86	97	59	49	77	95	13	41	38	14	7	69	63	2	27	16	68	74	94	3	19	
87	13	43	70	53	15	35	76	55	10	79	30	19	38	25	35	63	68	64	76	27	67	59	79	69	82	78	46	67	29	28	54	47	22	39	41	0	63	41	1	33	70	23	7	24	98	49	31	73	26	29	6	8	1	21	2	82	52	25	99	96	59	6	79	71	
34	6	3	0	92	44	30	58	67	55	64	59	84	63	67	15	34	68	2	65	65	88	26	25	68	83	37	66	57	21	71	5	94	65	89	46	33	30	74	96	81	44	25	25	27	24	52	43	36	92	35	70	5	18	24	18	64	55	74	53	22	41	66	11	95	
51	86	82	63	1	43	50	64	73	22	57	35	48	54	72	79	77	45	30	50	87	59	89	31	30	41	12	59	14	28	76	27	73	7	28	10	75	39	43	28	86	72	16	89	75	61	34	17	68	44	94	2	97	37	71	13	63	43	72	83	52	52	49	27	37	
54	7	77	50	46	82	97	24	34	6	45	73	76	78	97	24	37	42	69	3	4	82	58	7	83	77	47	95	4	56	24	46	73	64	76	23	46	40	55	6	33	78	50	50	60	94	91	29	11	93	70	65	57	0	2	21	61	6	91	31	34	98	40	54	27	
75	8	6	69	6	74	57	87	38	81	77	17	36	3	44	6	12	26	14	0	36	1	65	73	80	18	63	27	24	53	97	69	95	1	67	49	81	26	96	18	43	17	20	75	42	97	33	47	86	76	47	84	58	64	84	8	58	92	45	34	65	85	91	42	65	
98	62	44	83	71	96	61	76	15	53	9	82	69	62	61	76	73	29	83	11	33	21	48	26	66	91	29	77	74	85	58	40	63	39	22	22	37	32	5	75	42	10	9	3	3	42	44	70	28	18	27	17	93	21	35	58	68	59	58	84	22	86	85	37	29	
81	5	21	84	80	29	12	79	17	45	53	75	38	33	84	82	71	73	50	4	67	65	78	73	15	6	14	11	67	80	44	4	78	71	57	85	13	33	77	78	39	66	73	45	8	62	33	51	60	0	32	94	52	17	3	6	24	65	56	59	7	53	53	35	36	
81	52	14	86	1	92	26	76	55	85	30	84	81	50	66	53	74	37	36	34	55	25	42	66	2	44	92	87	71	59	23	61	15	75	44	40	66	6	43	40	26	71	20	12	6	50	67	78	89	92	88	44	11	72	10	17	50	24	53	70	23	87	51	75	9	
11	0	77	3	6	54	31	49	46	40	42	19	26	23	43	38	66	95	39	45	71	1	85	42	47	66	16	19	12	52	79	70	19	16	12	68	1	62	81	93	98	94	78	86	70	54	39	57	65	86	89	86	83	4	26	51	77	62	10	66	79	49	29	99	75	
65	95	93	46	97	18	50	15	2	23	86	26	91	48	94	71	59	14	97	35	70	39	44	54	51	51	20	16	83	54	20	3	80	46	87	71	4	37	99	93	69	85	20	81	86	40	92	66	76	21	67	32	0	42	92	2	84	16	50	78	13	55	33	23	39	
45	69	42	21	32	74	45	57	45	46	19	4	69	76	24	75	26	46	14	97	54	26	94	85	84	55	10	60	39	66	8	16	45	3	99	92	1	21	85	79	54	74	34	65	49	34	28	66	58	32	36	98	82	67	65	74	31	43	12	4	77	54	48	25	62	
14	72	48	2	97	67	0	65	96	88	76	5	94	98	91	96	65	7	86	3	39	86	51	34	14	47	91	5	18	77	88	35	45	7	18	85	17	14	10	41	30	30	6	33	55	3	96	4	23	35	14	57	17	87	11	4	73	0	52	46	74	94	91	16	64	
80	69	79	91	70	7	91	86	83	94	33	27	29	39	79	28	96	14	21	3	20	40	30	63	7	9	74	26	19	76	65	55	32	34	96	13	59	89	41	59	12	25	21	56	46	58	17	35	57	61	61	31	47	93	27	60	8	98	55	57	36	66	99	95	75	
88	44	76	82	78	74	94	69	62	89	11	5	11	68	52	6	40	62	14	65	22	76	77	14	53	70	0	98	52	22	87	21	36	15	60	93	28	11	13	81	6	17	67	98	84	30	44	9	54	23	3	39	72	55	12	89	71	28	99	99	56	21	59	49	73	
21	80	26	85	58	78	53	20	17	30	9	88	87	90	8	35	90	56	32	13	55	40	15	66	91	6	5	29	48	44	76	84	54	10	16	75	3	69	65	17	80	82	50	39	50	62	60	56	14	55	48	34	9	70	2	90	12	73	71	70	55	93	21	25	53	
20	35	88	1	28	92	73	28	4	73	56	79	80	0	29	22	33	11	31	71	56	82	46	23	67	61	53	80	46	78	7	48	35	3	95	0	93	7	47	75	19	87	81	99	53	5	69	80	66	73	0	89	77	28	75	83	93	75	5	16	83	76	90	45	75	
64	59	85	87	13	27	30	17	11	65	29	84	87	1	26	54	42	89	26	65	16	68	86	35	33	98	53	5	54	43	45	83	63	42	39	26	12	94	9	96	41	84	34	66	77	4	21	76	43	87	46	8	78	22	71	93	24	96	86	95	22	62	69	4	50	
27	66	79	42	48	8	85	41	10	17	53	88	67	46	37	99	24	34	87	65	56	41	62	2	15	56	57	29	38	83	18	99	14	11	9	7	92	67	0	3	71	30	59	79	90	47	37	58	25	13	61	22	87	90	48	13	31	54	20	70	19	20	45	89	71	
73	64	37	67	74	49	31	19	14	83	44	35	85	80	72	15	87	15	53	43	88	5	0	56	56	62	14	42	28	9	96	54	5	85	65	60	29	95	98	66	60	14	33	69	88	97	73	8	5	11	69	94	28	38	99	70	27	81	9	7	59	93	12	90	22	

Matrix B:
75	62	94	4	20	56	94	19	30	19	9	86	10	5	77	37	96	53	52	72	62	98	71	17	72	97	43	33	22	59	56	62	33	96	41	69	0	82	67	73	79	90	44	9	55	56	68	9	42	6	67	48	43	68	65	7	57	11	9	90	43	36	93	25	7	38	40	69	77	48	83	41	89	90	14	91	66	20	52	64	9	35	30	37	25	71	16	33	80	40	21	0	3	
43	36	37	49	18	5	64	30	66	67	82	35	65	85	10	97	36	55	86	54	82	58	27	57	87	44	50	14	21	31	93	83	73	18	34	58	18	33	34	26	99	17	21	90	18	95	62	61	93	31	74	61	84	3	75	27	61	18	11	99	70	83	28	41	50	25	3	79	39	36	4	99	99	95	1	61	36	21	81	78	46	16	41	28	93	28	23	27	33	29	72	94	43	
72	32	98	1	31	41	11	33	97	64	39	6	36	67	29	65	19	28	53	80	84	67	82	77	75	49	89	22	85	25	47	8	11	60	58	90	51	47	10	32	30	56	84	73	77	51	45	39	5	16	48	30	13	47	85	80	22	12	73	36	79	13	95	61	12	73	86	2	30	2	42	24	85	35	65	96	32	89	86	19	34	8	32	88	10	2	73	82	6	80	32	95	74	
45	57	89	71	96	76	48	99	82	24	33	71	65	90	13	32	92	63	49	56	80	62	63	48	64	87	39	99	13	24	52	74	52	23	58	44	94	70	32	30	19	35	58	27	94	50	27	82	56	77	45	5	72	92	42	38	40	91	26	28	63	66	83	87	67	30	34	30	9	58	59	43	76	5	41	67	50	59	91	59	19	87	23	97	20	40	42	40	3	8	13	95	43	
66	7	58	50	44	7	62	43	49	84	67	93	62	68	49	66	12	55	48	95	34	99	94	33	92	62	70	93	67	62	14	99	5	84	18	24	61	35	64	27	56	92	57	88	31	29	38	37	25	91	48	33	65	85	62	25	94	38	89	65	75	91	42	73	53	54	3	58	72	31	68	93	5	58	53	63	23	34	46	99	42	65	88	76	65	52	74	86	80	87	95	88	69	
58	46	92	28	82	14	24	14	87	57	58	70	7	16	87	79	68	44	88	43	56	47	13	42	90	90	11	68	64	91	38	12	36	16	64	40	60	18	33	54	91	33	12	14	42	92	27	7	51	26	28	48	57	28	72	19	85	38	88	4	42	58	98	33	85	74	1	23	59	55	50	81	51	70	61	16	71	40	56	74	63	30	95	21	70	26	56	80	91	65	57	30	64	
14	1	23	93	29	92	67	35	33	59	26	51	73	48	14	59	69	2	44	44	13	9	82	55	94	26	70	30	89	11	49	30	6	30	63	88	17	11	26	5	37	19	82	67	81	93	63	77	21	32	15	62	86	51	71	43	38	74	53	19	88	16	44	41	2	55	88	2	94	60	18	40	2	51	20	46	84	16	14	25	98	79	48	89	7	60	60	22	61	91	12	42	70	
90	73	72	26	29	83	98	23	14	25	60	28	55	89	82	24	49	29	96	75	47	13	57	22	60	13	45	12	66	32	87	85	84	43	24	19	43	79	26	97	49	22	90	48	50	57	25	54	68	39	21	73	7	54	25	72	59	62	35	61	11	4	78	75	22	26	88	12	95	61	24	12	57	92	53	77	69	7	97	50	94	48	17	18	32	34	63	49	77	68	32	66	85	
61	87	9	20	5	36	70	58	41	94	36	58	45	42	35	96	63	40	63	10	91	83	41	70	14	97	65	58	89	33	62	45	50	26	15	22	98	41	92	3	86	38	64	45	56	64	86	22	22	19	39	64	78	24	30	40	69	56	75	55	62	65	46	79	24	70	25	49	72	14	33	48	20	53	74	24	64	75	7	0	0	18	68	28	36	79	90	39	76	24	48	79	67	
17	45	26	26	65	47	99	31	8	52	98	69	52	72	53	47	84	13	66	60	77	98	86	97	8	52	67	90	25	12	6	61	88	7	95	85	69	32	62	99	10	50	36	78	81	90	91	84	91	76	43	54	72	43	42	85	88	88	91	60	39	43	80	42	11	52	89	16	72	65	93	76	97	53	4	93	69	14	22	67	54	0	32	12	3	42	1	92	22	82	4	6	82	
8	69	95	81	21	42	80	52	66	36	82	0	84	55	42	19	18	54	40	32	26	77	31	54	70	61	6	11	47	22	91	26	25	25	13	2	1	83	81	58	54	71	33	83	76	76	36	37	88	48	43	58	5	57	57	72	4	52	27	26	98	44	91	35	68	97	22	67	44	15	90	78	71	7	49	39	83	92	36	58	30	50	28	2	42	85	42	75	16	5	87	55	39	
43	59	28	94	47	84	23	6	12	11	44	63	42	94	63	7	87	57	81	44	74	75	83	67	88	17	9	57	40	6	47	31	43	55	27	6	9	69	90	92	83	5	64	51	74	8	3	11	52	72	92	24	39	96	6	78	23	47	3	1	82	9	29	33	27	42	66	42	70	47	61	9	12	20	78	75	78	0	68	16	64	84	73	52	85	71	30	98	34	68	10	54	33	
66	66	97	52	16	39	56	86	24	96	34	94	19	70	78	90	4	77	45	27	46	89	1	52	88	4	16	9	82	0	33	91	46	5	39	17	18	68	13	9	94	17	81	78	79	31	49	50	49	75	10	96	70	89	63	17	59	3	35	51	96	54	57	2	61	2	60	63	36	46	41	60	12	26	44	83	23	91	73	46	7	61	27	24	7	63	34	6	24	67	11	13	80	
88	24	28	8	38	67	10	25	65	31	17	65	43	30	18	27	92	39	31	95	8	93	39	25	16	89	61	7	1	44	14	98	74	8	96	41	64	96	22	14	49	9	38	95	91	20	51	21	75	26	36	87	39	78	24	73	12	53	80	56	12	14	39	11	19	86	55	65	45	48	30	54	46	41	2	61	78	24	53	90	89	40	0	76	30	89	56	30	71	6	69	60	77	
10	72	75	29	90	59	53	20	10	75	46	56	24	97	30	73	9	5	49	28	19	53	67	2	87	27	34	32	0	8	25	35	59	52	89	67	71	82	71	62	10	40	69	26	57	59	96	3	72	87	4	5	37	70	34	54	82	44	50	89	51	75	76	54	62	64	77	52	67	82	40	18	84	74	4	34	86	5	6	77	46	11	71	8	2	56	43	7	93	84	84	24	86	
11	2	3	50	12	77	70	4	65	5	36	89	1	79	31	37	1	92	10	80	96	63	84	28	25	72	24	12	47	24	67	86	69	89	9	27	28	42	55	23	90	84	77	80	57	68	24	87	33	62	26	69	94	15	15	53	15	99	13	0	72	57	68	15	88	2	37	17	39	74	40	80	17	27	60	73	37	94	82	52	80	64	22	54	7	28	12	46	17	90	87	84	20	
48	24	45	96	34	66	49	97	17	33	22	23	12	97	44	1	75	65	63	94	94	61	22	85	2	2	35	62	51	13	36	99	80	80	79	61	71	20	45	16	54	46	38	22	41	53	82	87	15	18	82	83	68	0	72	29	40	99	60	77	80	12	48	0	50	78	15	15	71	4	3	46	10	67	32	40	73	11	98	1	19	75	27	87	70	26	87	90	50	41	16	75	43	
59	41	8	29	43	99	86	60	93	43	31	64	36	28	20	19	52	45	96	11	92	11	23	32	76	20	1	49	38	21	89	83	82	30	98	86	63	39	11	88	28	52	49	97	45	98	38	65	27	69	39	42	59	29	61	94	44	81	6	29	12	53	80	63	2	55	48	20	41	41	45	93	56	46	14	89	49	5	6	2	73	96	23	33	75	3	27	28	89	45	84	65	64	
84	26	53	34	33	11	48	51	51	87	53	45	17	98	95	78	43	72	41	53	41	40	7	20	87	36	2	72	5	72	50	38	48	69	20	7	71	6	22	76	91	99	67	28	21	87	83	66	78	80	44	83	41	25	77	33	74	40	64	3	55	10	7	34	35	4	44	32	49	75	33	39	38	45	86	69	75	3	94	7	78	3	66	56	75	63	94	80	12	79	2	54	57	
57	29	52	51	39	72	9	59	63	93	66	91	35	84	74	86	86	59	83	21	36	83	31	15	42	19	91	29	34	88	48	98	78	67	11	38	79	98	31	30	46	23	87	45	2	0	65	7	22	99	99	65	87	83	80	85	33	67	19	8	71	91	97	19	40	14	65	92	26	85	49	93	43	55	87	39	31	94	94	40	89	86	7	7	16	18	96	78	85	39	97	22	0	
13	78	95	33	53	24	75	38	57	72	80	94	36	38	26	57	77	76	99	87	51	71	7	3	52	67	72	62	98	79	79	92	23	6	38	11	65	46	1	6	94	67	40	33	6	56	2	72	87	19	7	5	7	43	93	84	45	48	2	15	53	58	15	75	86	85	88	94	73	21	83	21	80	19	99	54	74	25	66	68	99	56	93	15	33	11	36	20	97	51	33	49	91	
17	5	13	0	28	38	43	62	70	77	74	23	11	71	30	24	89	88	5	73	34	44	85	22	11	13	65	20	56	35	7	49	82	63	54	86	31	47	2	40	54	14	82	71	39	96	36	51	32	58	51	1	9	92	50	65	22	24	89	18	56	19	27	95	40	19	19	21	72	31	7	10	75	28	66	32	44	76	69	48	5	89	71	87	94	9	79	19	66	57	79	63	43	
17	39	44	35	42	3	31	82	95	69	44	10	97	91	26	5	9	61	18	50	49	40	63	5	92	7	91	85	56	51	55	20	70	91	96	38	11	61	86	18	97	69	67	78	58	3	57	34	95	99	70	77	69	30	49	16	48	72	30	88	84	10	94	63	17	88	48	51	16	83	88	18	95	14	35	25	19	56	90	4	0	44	15	80	47	41	53	81	21	39	47	68	2	
90	32	4	94	26	12	80	35	68	23	13	77	34	79	14	47	49	79	94	6	44	78	93	93	73	3	32	79	71	47	27	70	65	25	17	25	5	95	78	45	5	10	52	89	26	3	33	16	23	21	13	48	51	71	21	84	34	31	0	83	2	25	50	76	69	94	7	79	44	58	81	74	60	84	10	25	69	29	81	4	24	96	88	90	88	73	84	87	37	33	93	60	17	
46	13	51	20	57	24	15	20	84	9	61	15	71	96	20	21	50	51	76	57	29	36	9	11	76	26	4	0	77	68	74	95	14	32	37	17	27	91	1	48	2	82	31	44	74	85	23	19	1	88	67	83	62	48	88	26	93	75	81	17	44	8	46	42	36	30	96	53	49	9	14	45	35	44	65	21	32	65	45	50	51	70	15	69	64	52	91	47	16	31	99	35	16	
62	11	55	84	73	48	74	21	69	8	95	80	75	28	1	27	57	58	99	51	90	38	15	84	1	38	14	56	70	62	14	46	73	85	5	95	60	23	18	92	83	81	70	0	11	19	73	94	80	18	10	30	0	41	77	72	74	98	61	65	88	73	71	71	85	64	70	9	62	83	19	59	16	49	77	8	11	57	3	77	19	21	3	47	8	12	95	93	16	14	5	4	36	
