Matrix A:
94	2	43	46	59	60	32	56	99	48	42	27	85	8	0	29	26	53	45	25	86	66	61	27	68	20	93	46	8	84	9	6	27	73	58	16	5	0	78	96	86	22	1	98	85	65	60	9	49	63	61	80	83	25	6	69	63	92	13	72	89	66	21	66	39	71	72	57	3	26	12	73	33	52	29	60	91	57	20	21	51	19	95	2	15	47	37	6	13	50	97	39	5	48	67	9	23	61	17	23	
77	58	70	10	46	51	41	96	51	75	58	7	7	8	1	85	94	62	38	20	2	42	30	22	41	64	48	95	87	66	58	66	81	40	71	87	52	6	53	36	80	13	24	31	44	58	41	87	95	56	73	73	46	41	42	6	8	76	76	28	99	66	38	84	4	24	0	20	7	93	33	61	26	69	14	95	0	30	2	12	98	14	41	11	8	22	40	23	59	14	63	37	15	78	73	51	9	22	73	81	
51	57	78	22	90	97	70	24	10	71	28	73	40	76	88	12	22	93	72	24	61	64	56	76	40	26	76	91	1	65	42	7	76	77	95	89	20	23	70	7	94	77	84	14	29	10	92	91	35	3	19	2	27	11	52	63	92	56	22	6	67	63	90	16	53	34	24	19	47	80	27	55	67	65	73	47	0	56	34	76	43	40	48	81	68	79	23	77	24	54	79	25	57	22	15	98	60	71	98	59	
11	4	21	28	19	22	55	39	97	42	37	68	10	95	75	56	73	24	9	2	49	24	99	23	87	35	43	4	80	69	36	14	18	35	80	78	45	97	59	55	74	72	87	53	0	96	28	72	25	74	53	86	5	1	27	66	82	3	38	86	89	35	90	36	73	1	99	53	53	65	79	55	64	26	10	61	93	91	60	21	5	29	9	85	85	9	98	43	21	32	54	16	27	85	76	49	30	38	67	62	
71	11	54	46	5	35	3	15	93	49	58	54	21	53	79	76	62	57	16	70	13	35	49	99	51	80	99	96	89	57	64	67	87	66	37	1	97	77	22	83	96	66	82	56	56	69	44	10	62	80	29	50	94	88	73	93	63	47	62	45	61	44	26	30	37	46	82	11	15	86	94	69	90	85	77	19	46	15	71	78	55	23	22	60	51	91	60	0	92	10	73	98	99	37	40	30	17	88	59	26	
4	40	13	13	59	22	50	98	16	77	38	74	23	8	10	3	44	44	90	11	82	18	44	93	27	22	40	39	7	55	19	55	72	13	1	68	76	57	65	14	66	57	11	5	56	2	49	76	86	70	57	94	85	10	20	7	95	77	88	77	51	36	71	25	13	46	67	96	91	87	58	26	51	1	43	16	77	75	56	63	17	7	47	25	25	39	60	59	38	47	65	8	17	93	33	54	50	39	50	39	
81	80	98	99	56	74	54	57	81	43	82	36	0	45	93	41	51	96	57	14	90	72	30	33	61	81	52	99	89	16	32	0	70	99	4	25	92	96	87	62	82	58	99	86	12	78	75	72	13	66	93	92	71	72	57	63	3	2	52	55	78	5	47	71	11	80	8	92	0	51	63	18	39	97	0	62	32	12	49	84	40	96	90	0	34	63	32	85	24	28	50	63	26	38	24	40	62	28	99	35	
99	39	99	0	63	72	99	35	57	84	70	19	33	58	47	59	55	29	68	37	74	71	41	67	77	26	11	20	4	10	16	87	46	36	16	98	44	49	6	22	46	22	55	99	46	13	29	33	13	46	53	26	46	60	17	35	58	99	8	53	2	78	11	43	72	41	73	52	17	11	41	95	40	38	72	48	52	4	82	37	56	33	46	1	12	63	38	74	61	63	94	73	18	29	8	40	38	96	49	92	
86	43	74	33	74	4	81	96	52	32	96	88	97	72	65	48	29	83	49	16	12	88	74	55	22	98	56	46	75	79	75	72	98	83	71	13	49	52	54	32	88	40	63	53	48	17	64	85	39	36	1	51	80	0	88	71	84	90	54	60	40	28	88	58	19	39	43	15	61	18	30	29	22	72	17	42	96	46	68	55	24	94	50	9	43	4	12	37	74	92	58	80	89	37	72	36	60	74	15	35	
77	58	26	98	28	29	24	13	66	97	36	29	22	90	29	11	81	80	25	1	58	37	60	67	93	83	30	93	13	60	89	76	77	55	2	43	76	50	51	62	49	99	82	94	10	56	45	20	69	32	5	44	30	68	13	48	4	22	80	25	14	93	39	10	42	99	6	76	37	72	39	22	2	88	76	83	13	83	82	45	68	24	94	0	97	81	52	1	67	62	92	37	3	82	49	95	48	60	13	97	
94	62	58	13	48	4	47	89	89	79	8	2	81	24	9	55	62	69	34	79	94	71	7	43	32	87	5	25	18	35	92	22	5	12	10	79	44	95	91	81	44	85	16	82	53	28	85	64	43	71	13	17	48	49	68	29	77	3	69	28	80	72	83	84	81	79	55	35	1	37	87	93	81	32	69	82	0	47	0	31	43	91	87	84	89	88	21	5	46	34	44	70	24	99	18	69	17	14	11	18	
80	57	9	71	39	72	43	18	85	15	72	29	65	26	83	68	3	40	48	77	3	1	2	21	71	8	89	91	87	2	8	71	85	45	79	46	36	98	11	25	4	6	70	16	83	0	54	36	27	84	82	0	77	47	80	97	87	83	39	5	90	90	9	92	75	52	6	58	26	69	83	92	26	6	77	6	32	3	27	61	92	54	7	55	34	36	25	76	16	72	13	31	54	74	59	70	82	9	90	60	
71	2	38	3	74	1	91	17	68	13	2	99	43	92	31	52	43	93	1	16	1	19	15	2	11	63	28	84	47	73	94	14	30	52	49	45	1	88	38	39	15	2	59	81	27	35	49	29	56	81	69	5	31	88	81	88	4	20	2	36	10	72	87	42	51	4	14	63	47	19	35	31	61	9	15	80	53	23	34	96	78	69	44	72	65	30	26	75	39	70	45	3	14	67	41	43	2	68	27	20	
55	30	94	69	38	90	37	68	88	88	14	87	83	0	58	21	92	63	84	62	59	32	27	60	75	76	84	13	38	35	51	26	70	37	31	94	13	62	97	0	14	58	13	73	8	47	87	76	20	1	29	33	92	83	78	88	3	20	76	60	49	70	83	95	27	4	77	0	68	4	55	61	63	49	54	50	70	49	68	4	88	1	38	48	62	78	77	99	87	22	84	0	66	80	21	91	91	79	90	33	
15	33	68	6	80	81	11	79	99	66	60	46	12	51	46	67	53	5	4	77	10	24	21	45	37	14	72	55	81	89	68	4	76	36	19	49	48	10	66	10	25	87	31	78	69	43	83	10	21	65	60	69	85	73	47	80	58	38	16	3	90	84	43	93	48	97	44	16	52	0	35	37	6	19	77	19	51	21	47	62	87	61	36	71	47	52	94	40	29	3	10	59	1	14	69	8	7	9	16	99	
4	2	84	27	20	90	31	94	41	57	19	30	5	77	32	61	21	3	58	56	66	18	41	26	35	5	4	69	25	83	70	59	43	93	64	20	45	9	8	18	95	27	14	77	80	66	1	89	26	32	58	71	33	26	25	81	3	35	41	21	14	8	6	80	74	50	42	32	59	4	28	92	30	3	78	49	0	15	93	56	20	9	23	62	82	36	55	91	94	93	8	50	82	43	12	2	4	19	55	95	
68	13	32	84	2	76	49	74	17	41	42	9	19	0	85	82	9	19	93	41	55	3	89	50	14	52	25	56	29	77	98	65	66	19	23	54	54	32	36	50	48	47	88	13	80	94	56	72	86	83	17	47	67	17	24	76	24	64	64	11	23	84	33	23	60	59	49	25	67	85	63	22	15	10	37	44	78	11	99	26	38	77	7	97	10	71	28	0	81	19	97	42	11	92	10	92	33	47	19	37	
64	56	62	79	23	85	27	13	14	55	7	82	39	40	73	78	71	33	50	62	94	55	77	46	72	13	22	80	87	22	99	16	10	30	52	4	9	88	61	57	68	6	60	71	98	1	1	31	2	86	94	67	81	38	62	79	43	67	93	11	37	93	51	56	84	53	46	37	35	4	60	68	75	39	26	89	11	83	74	83	48	20	11	77	51	48	79	5	79	61	99	29	22	75	99	26	91	90	20	94	
10	52	79	17	55	52	73	72	79	70	97	15	5	61	35	54	5	88	73	55	50	89	67	66	4	77	77	41	38	53	86	43	43	45	30	93	10	55	52	49	40	67	24	15	24	35	28	93	13	94	86	90	0	2	11	15	70	6	31	46	62	66	32	41	32	58	93	84	73	30	52	50	15	21	85	38	54	4	3	54	9	67	81	49	46	71	89	6	48	46	80	41	7	92	33	90	83	19	65	45	
30	99	61	37	85	97	92	89	38	61	83	41	55	98	50	29	71	13	53	21	58	46	73	85	68	97	6	20	14	33	4	37	41	4	11	37	32	98	11	36	80	10	62	78	81	63	13	98	84	84	77	31	76	78	36	63	29	12	3	34	47	67	9	3	81	3	37	66	18	4	20	98	86	43	74	82	81	39	31	63	1	85	59	24	46	60	47	79	15	16	36	92	69	70	89	97	87	33	48	84	
53	4	30	36	5	68	4	71	5	5	51	1	9	90	17	89	40	50	94	52	90	78	0	82	43	49	38	0	74	82	80	40	99	33	70	42	16	17	48	91	96	30	85	48	92	96	4	40	34	52	23	56	9	39	20	77	35	40	31	15	51	18	5	24	66	24	10	31	97	22	86	13	9	97	10	8	91	30	63	23	64	33	64	92	44	21	53	3	48	32	68	76	6	0	19	86	92	92	0	12	
0	58	85	1	50	15	53	16	26	34	13	93	6	81	0	70	84	77	4	86	1	72	70	32	93	34	37	13	19	1	24	85	50	7	74	56	42	7	46	12	52	63	13	10	84	84	67	22	73	71	60	81	40	97	47	67	51	3	76	81	61	12	36	9	58	95	49	64	93	93	74	94	90	44	52	86	10	88	82	4	22	75	31	32	84	82	70	32	54	50	36	14	97	93	14	29	9	88	98	51	
54	10	23	56	67	15	42	33	41	2	64	11	48	77	54	15	37	59	28	56	50	97	65	68	62	82	85	49	51	76	57	15	35	5	3	2	48	86	58	63	19	40	89	12	58	40	65	26	71	73	35	30	96	46	86	12	94	13	21	60	71	60	29	18	3	23	90	90	24	30	98	37	41	61	22	99	97	70	72	94	37	91	54	75	0	70	41	49	28	30	15	43	25	68	47	15	30	79	50	94	
92	0	44	30	95	34	94	55	76	45	15	17	77	54	97	63	93	49	60	78	28	64	18	46	42	80	99	42	96	61	61	22	43	70	65	81	86	82	57	45	96	43	45	61	94	25	36	85	44	87	0	37	66	19	6	96	86	92	29	40	65	30	70	19	34	93	13	56	72	61	23	69	37	42	75	61	20	1	24	31	92	76	92	1	77	56	12	98	56	28	60	15	85	41	30	45	73	65	27	15	
50	92	93	38	21	56	85	29	79	49	80	98	41	36	70	59	75	74	95	3	73	88	17	33	8	98	68	4	39	21	92	68	93	83	14	69	39	47	38	81	95	57	65	73	73	3	8	33	19	13	55	65	64	7	32	9	26	22	76	47	20	3	61	60	87	28	74	81	5	32	64	10	28	30	85	34	97	52	87	93	73	46	4	22	46	91	65	91	83	65	82	79	77	62	67	72	74	26	85	0	
43	63	5	78	63	75	90	90	44	21	67	97	97	29	75	70	78	54	76	95	51	86	46	32	78	65	73	63	40	10	44	75	62	36	22	59	42	96	79	24	43	89	95	47	83	4	26	98	89	61	80	33	42	57	1	89	2	18	37	81	11	90	78	17	94	94	63	48	74	26	65	85	29	87	68	54	79	74	8	78	74	97	26	94	57	99	42	95	85	63	69	2	53	29	87	68	30	55	3	73	
39	20	67	85	44	64	19	66	41	40	6	10	34	92	58	4	54	55	26	97	16	5	75	2	16	8	0	57	67	62	83	22	65	31	57	23	68	60	69	32	5	92	2	17	73	87	36	13	38	57	24	25	23	64	15	54	27	90	32	67	12	90	67	67	93	90	31	48	2	3	21	90	52	69	59	16	69	58	47	32	13	14	16	60	21	48	15	44	53	72	27	32	74	65	19	17	13	42	94	80	
53	62	21	74	64	40	29	10	13	49	32	25	16	93	66	97	99	13	81	34	48	25	18	25	92	69	83	3	10	62	1	62	98	70	7	79	70	24	33	80	3	47	99	92	5	43	14	74	16	83	82	31	7	33	39	1	31	35	78	44	9	90	84	87	45	2	57	45	26	38	58	82	11	18	40	34	93	35	1	56	73	66	30	47	17	65	20	70	62	63	14	70	84	47	79	47	17	25	63	4	
41	73	40	99	90	49	55	45	77	57	30	58	69	74	9	82	80	0	1	73	86	29	1	85	76	4	63	9	78	59	43	96	85	45	47	8	56	27	63	23	51	34	94	33	17	42	30	85	7	27	96	53	54	21	47	59	62	6	87	18	2	43	27	46	47	87	8	37	72	90	29	87	89	33	39	81	44	0	83	98	90	57	99	51	15	51	98	21	88	28	83	10	10	79	12	4	68	46	42	98	
87	24	77	93	89	59	3	2	55	90	30	63	9	6	89	71	92	15	96	64	12	98	24	68	68	81	98	8	78	95	29	42	36	58	11	97	57	79	33	27	90	93	35	75	52	39	67	68	30	68	58	95	44	5	25	49	48	34	77	5	6	85	38	69	24	12	87	51	35	42	86	17	16	54	32	94	27	39	87	91	1	44	56	65	62	8	26	16	33	30	97	91	1	60	36	45	62	18	28	68	
77	19	49	39	45	47	87	8	86	31	99	4	44	53	18	53	69	40	75	75	24	45	41	10	17	25	59	8	75	64	99	6	21	46	90	2	30	17	1	89	41	30	59	30	35	13	31	32	8	68	1	12	48	59	90	31	8	68	71	58	78	50	24	79	49	88	45	62	11	88	34	73	88	60	33	46	43	46	81	39	61	44	67	11	42	12	36	20	0	27	37	73	24	32	6	86	12	96	75	18	
71	56	66	69	27	78	39	16	60	1	70	15	67	57	77	9	98	40	22	99	59	28	52	55	16	1	47	55	18	42	3	55	23	52	33	28	50	24	56	75	1	2	22	70	25	22	68	54	95	67	6	3	44	19	72	16	75	79	73	19	6	59	81	57	70	90	46	82	49	80	40	48	7	73	55	66	53	48	43	6	25	16	82	16	50	91	54	78	49	36	49	8	26	83	81	23	88	80	6	51	
12	8	56	15	9	26	87	34	90	54	98	96	61	29	31	50	95	44	96	71	17	22	7	16	97	60	28	6	31	20	77	91	47	92	59	19	80	29	84	74	72	84	81	29	42	48	88	73	38	11	97	51	75	23	54	25	83	81	89	50	56	72	54	62	14	91	49	29	63	66	3	3	58	87	5	92	13	75	71	70	94	23	34	4	80	32	64	25	40	35	61	6	82	54	67	73	10	41	63	13	
35	20	67	55	14	59	37	2	82	68	42	79	85	52	17	67	20	57	27	35	35	76	70	91	67	12	98	59	9	83	60	50	39	1	19	8	63	14	45	11	92	76	22	62	26	71	61	63	94	10	92	51	38	7	18	33	51	67	52	28	44	80	76	93	12	39	30	1	25	46	66	63	92	35	91	50	57	71	70	22	58	19	70	66	68	45	40	47	39	39	41	96	0	48	75	58	29	72	37	25	
36	31	86	85	25	49	37	99	62	25	32	69	2	8	71	70	41	89	1	2	46	52	12	91	55	12	82	28	35	62	60	59	16	24	91	97	91	78	47	25	29	48	80	72	79	85	17	49	1	60	59	30	13	2	2	93	74	43	48	76	54	94	74	72	37	29	73	65	44	54	98	25	41	41	21	34	7	21	73	30	4	25	28	10	60	60	15	35	54	18	97	57	29	56	9	45	15	31	66	39	
17	28	30	97	76	47	59	0	90	38	7	85	3	24	92	51	98	4	55	55	65	40	21	72	84	4	79	23	50	53	40	64	61	78	75	99	61	2	67	65	55	2	26	2	60	6	69	8	75	72	58	51	61	22	41	89	84	2	21	5	19	95	7	23	37	70	68	94	8	11	44	43	7	18	96	37	76	74	93	27	44	34	83	42	64	95	68	92	9	6	3	26	40	94	5	37	20	58	67	30	
53	89	34	79	50	67	7	35	99	1	75	89	93	8	71	72	84	75	82	96	6	19	72	4	86	38	36	62	20	12	2	79	65	60	86	88	74	67	8	14	41	34	52	33	69	35	90	21	4	7	76	78	40	39	54	47	65	81	19	85	53	89	78	94	58	5	54	72	22	27	74	40	74	94	94	69	57	39	52	78	51	6	41	77	2	25	63	5	37	65	82	75	40	57	18	21	37	12	60	24	
48	31	83	44	95	87	59	82	0	9	29	5	99	49	73	18	64	4	87	59	71	62	26	72	96	24	48	90	34	84	40	51	68	35	37	34	54	84	19	55	66	7	84	0	67	83	1	41	0	73	76	90	25	47	6	39	2	2	82	12	37	49	84	2	71	94	89	26	20	6	64	10	77	61	46	82	98	8	39	10	55	0	89	69	20	96	34	53	74	7	93	38	50	79	54	89	89	90	67	81	
98	7	80	52	71	17	99	55	10	77	45	36	72	46	13	8	41	90	26	46	91	91	37	55	98	55	97	28	45	10	98	29	22	3	18	28	72	82	79	87	10	93	95	67	17	29	89	19	10	72	55	9	46	37	61	4	23	45	62	30	55	49	84	60	86	9	74	52	57	83	25	3	66	57	95	53	70	66	60	26	73	87	12	71	2	15	67	18	62	75	59	91	25	44	75	29	12	89	17	81	
13	66	26	45	22	96	95	68	12	52	12	94	32	86	54	56	7	39	5	26	28	20	18	61	72	60	0	48	74	80	74	22	69	97	58	79	65	34	58	1	22	57	3	5	93	65	87	11	74	11	76	99	7	25	99	78	62	51	31	73	10	41	61	24	32	66	73	20	1	20	45	83	77	76	82	9	14	65	53	9	67	57	11	9	25	12	36	55	67	2	27	48	42	12	83	15	71	43	3	76	
73	69	2	59	5	40	33	17	25	57	99	30	5	90	16	92	64	61	47	31	86	77	37	90	20	86	19	11	10	37	27	39	93	26	67	45	41	87	84	69	48	30	22	5	73	30	89	88	25	63	15	63	88	44	98	5	30	22	73	31	48	96	66	33	9	98	76	40	1	67	67	45	65	35	96	11	94	41	95	85	61	74	53	87	60	63	95	83	95	1	69	87	53	68	80	63	93	85	87	65	
46	49	49	2	15	52	43	47	61	27	82	88	11	14	71	22	3	58	51	7	58	62	16	57	31	13	65	55	13	64	10	24	4	38	79	42	29	94	31	38	38	0	34	52	74	89	87	5	97	32	36	25	37	18	45	59	15	6	68	27	21	42	36	16	2	80	89	83	41	20	78	8	8	95	34	64	20	92	45	88	33	95	16	17	35	68	40	49	31	53	47	30	86	20	57	82	53	56	62	88	
86	71	98	25	99	26	47	70	39	81	51	86	27	57	61	60	95	40	37	65	91	97	48	56	22	93	2	18	36	58	60	45	32	38	70	40	56	67	21	86	29	95	7	4	28	40	31	68	7	15	97	49	42	41	28	9	86	34	74	47	52	33	25	78	91	97	66	62	30	92	20	46	29	91	84	78	7	26	60	75	38	88	19	13	21	98	90	62	62	81	9	62	60	79	22	31	18	69	67	6	
38	31	95	51	83	12	42	19	13	0	14	56	40	24	27	43	43	69	84	69	46	61	84	51	93	59	22	61	87	94	52	21	64	85	16	50	98	78	58	64	50	86	38	91	73	34	30	33	57	44	84	40	51	99	98	17	54	52	23	74	9	94	13	75	83	67	85	6	92	78	31	32	5	84	80	4	49	46	15	3	78	36	63	6	87	34	83	33	40	88	43	96	72	99	67	36	56	79	42	67	
28	8	13	93	11	42	8	52	44	65	18	79	91	77	92	95	19	55	23	14	6	57	35	26	68	93	97	11	10	94	25	17	38	18	53	25	19	28	5	1	42	50	75	67	88	11	61	11	8	4	31	46	37	72	47	68	13	87	11	25	10	3	12	12	90	70	22	96	46	5	33	77	79	2	51	63	0	42	96	6	12	48	70	47	25	29	63	62	83	21	57	1	59	28	73	24	40	36	48	39	
67	83	22	27	83	20	33	56	3	65	98	13	37	56	72	85	5	89	90	73	94	28	8	96	93	92	42	54	28	59	47	42	14	33	92	47	62	88	85	46	90	38	19	83	93	63	17	73	93	98	65	91	18	23	15	78	62	58	63	49	50	71	44	33	97	26	93	9	20	75	40	37	17	52	15	15	42	78	18	27	30	40	32	50	64	70	22	54	84	80	50	1	42	5	37	79	30	99	67	21	
53	80	53	24	27	98	37	3	62	28	78	91	68	77	71	81	18	26	1	9	3	20	13	50	84	20	89	85	1	25	43	44	5	0	64	4	44	5	42	14	51	97	33	80	90	0	37	0	93	35	1	19	16	24	65	4	48	25	61	58	71	10	13	96	41	6	1	97	1	6	98	45	87	18	44	7	4	44	84	39	25	79	61	99	6	6	82	71	90	63	59	67	35	15	9	63	55	74	97	22	
18	63	61	62	40	30	42	47	16	55	14	90	54	20	94	62	90	71	0	68	30	90	18	60	58	44	78	0	32	37	55	44	82	49	91	99	89	1	47	1	27	59	80	14	17	86	70	8	71	63	62	25	64	67	70	37	60	97	82	27	1	82	67	30	78	28	39	10	29	84	40	5	35	6	73	42	8	68	99	48	58	14	97	28	76	49	52	41	48	93	55	28	76	26	90	9	61	24	86	73	
2	15	83	70	84	2	79	57	40	46	92	27	47	24	65	52	31	37	51	29	30	82	50	32	14	28	15	65	36	64	84	51	51	93	74	38	18	0	8	69	58	93	66	53	57	32	70	85	63	18	47	24	83	39	10	13	44	44	6	6	74	2	1	37	48	74	41	98	91	24	69	53	76	28	35	69	33	32	36	92	45	84	24	63	7	71	9	13	48	59	79	39	96	49	92	29	64	86	94	89	
94	54	26	90	4	80	65	76	6	62	66	59	62	76	51	90	61	3	73	79	60	1	87	68	82	60	50	40	49	94	55	45	13	18	50	38	0	84	36	18	72	48	57	56	96	9	23	76	73	76	23	83	70	56	9	31	95	72	31	15	46	54	35	31	64	52	98	83	22	36	66	82	73	72	45	49	44	84	0	26	53	12	42	97	64	50	45	82	3	30	31	93	83	13	67	86	76	91	91	68	
76	41	77	97	38	47	50	36	75	4	91	52	26	12	72	9	80	87	68	46	43	28	14	86	88	43	5	35	12	53	67	24	52	10	88	87	53	58	63	8	19	57	31	97	99	60	87	0	76	42	4	74	30	95	59	54	85	81	87	22	33	96	90	18	84	52	12	51	10	7	46	2	66	44	64	18	17	56	28	32	82	75	63	79	85	87	51	77	10	34	1	58	71	14	74	35	98	70	84	26	
5	91	77	88	18	4	62	23	15	60	87	27	16	99	73	57	84	68	82	84	63	66	97	96	97	49	13	8	93	0	44	23	60	74	8	16	81	18	2	7	63	59	36	60	69	65	96	99	30	58	60	38	80	30	49	4	64	66	40	22	92	99	40	24	46	35	49	76	41	81	35	67	49	23	14	11	8	41	94	42	52	17	28	66	81	77	28	29	31	25	79	43	13	82	88	22	73	24	46	26	
76	61	49	35	62	35	6	8	15	76	94	46	29	92	32	6	50	96	70	72	6	18	21	57	67	50	21	24	29	28	76	25	77	43	81	50	61	90	80	84	73	98	5	18	26	9	98	77	43	34	36	17	51	53	16	59	94	34	70	28	7	62	95	49	71	90	33	73	87	85	20	41	42	45	46	75	74	14	18	92	61	27	33	47	63	58	10	57	90	10	48	87	3	64	79	11	28	39	28	56	
20	41	10	9	46	92	9	81	54	69	46	85	62	60	9	75	1	85	24	84	2	43	57	76	76	52	60	37	23	21	7	14	75	24	61	11	84	44	10	83	13	52	84	73	43	69	37	29	78	73	65	14	20	41	15	53	10	55	97	33	4	29	40	68	96	79	10	51	6	39	2	86	60	96	42	93	60	40	20	76	33	16	67	57	39	98	42	87	50	45	15	85	86	30	22	18	84	30	37	33	
75	61	20	46	66	45	2	12	2	99	6	41	52	88	92	67	19	4	52	57	88	42	54	59	63	48	13	55	79	93	9	82	23	56	72	18	20	95	28	74	63	34	7	67	39	34	45	74	60	71	91	81	11	78	37	75	10	88	37	92	72	32	72	60	2	78	26	91	17	2	90	67	88	76	88	31	51	3	98	10	26	86	6	68	24	25	78	39	35	17	71	80	12	2	16	81	96	75	11	49	
10	22	98	72	34	5	96	25	23	57	71	85	93	45	57	89	14	35	23	56	10	7	30	21	18	1	78	68	1	90	66	75	3	75	33	35	67	54	75	65	16	9	47	64	37	49	77	81	42	99	97	31	95	67	98	69	19	91	18	61	81	87	35	42	99	84	43	70	81	58	65	58	6	11	67	44	46	25	5	72	31	15	40	15	54	97	20	20	86	2	12	12	41	59	35	90	34	47	40	44	
